acdnt_no,engn_code,acdnt_year,acdnt_dd_dc,dfk_code,dfk_dc,tmzon_div_1_code,tmzon_div_1_dc,occrrnc_time_code,occrrnc_time_dc,legaldong_code,legaldong_name,acdnt_hcode,acdnt_hdc,acdnt_mcode,acdnt_mdc,acdnt_code,acdnt_dc,lrg_violt_1_code,lrg_violt_1_dc,x_crdnt,y_crdnt,wether_sttus_code,wether_sttus_dc,road_stle_code,road_stle_dc,hhdgw_at,acdnt_gae_code,acdnt_gae_dc,dprs_cnt,sep_cnt,slp_cnt,inj_aplcnt_cnt,wrngdo_vhcle_asort_hcode,wrngdo_vhcle_asort_hdc,wrngdo_vhcle_asort_code,wrngdo_vhcle_asort_dc,injury_dgree_1_hcode,injury_dgree_1_hdc,injury_dgree_1_code,injury_dgree_1_dc,acdnt_age_1_code,acdnt_age_1_dc,sexdstn_div_1_code,sexdstn_div_1_dc,dmge_vhcle_asort_hcode,dmge_vhcle_asort_hdc,dmge_vhcle_asort_code,dmge_vhcle_asort_dc,injury_dgree_2_hcode,injury_dgree_2_hdc,injury_dgree_2_code,injury_dgree_2_dc,acdnt_age_2_code,acdnt_age_2_dc,sexdstn_div_2_code,sexdstn_div_2_dc,spt_otlnmap_at,rdse_sttus_code,rdse_sttus_dc,acdnt_pos,acdnt_des,road_div,road_no,route_nm,otn_acdnt_no,city_idt_code,city_idt_dc,xCrdnt,yCrdnt,acdnt_frm_lv1,acdnt_frm_lv2,acdnt_frm_lv3,acdnt_sta_lv1,acdnt_sta_lv2,searchCondition,pageIndex,recordCountPerPage,searchConditionText,searchKeyword,pageUnit,zoneYn
2016111100100749,00,2016,2016년 11월 11일,5,금요일,02,야간,22,22시,4684025000,전라남도 무안군 무안읍,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,908238,1665588,01,맑음,230,단일로 - 터널,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,59,59세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,서해안고속도로 20k(서울방향) 무안2터널,,101,15,서해안고속도로,20160003281741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016111200100078,00,2016,2016년 11월 12일,6,토요일,02,야간,04,04시,4413325331,충청남도 천안시 서북구 성거읍,200,차대차,299,기타,299,차대차 - 기타,02,신호위반,971388,1872391,01,맑음,998,기타 - 기타,Y,01,사망사고,2,2,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,63,63세,1,남,100,원동기 자전거 이상,130,화물,200,부상,210,중상,57,57세,1,남,없음,01,포장 - 건조,경부고속도로 서울방향 342.4km,,101,1,경부고속도로,20160029241640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016111200100601,00,2016,2016년 11월 12일,6,토요일,02,야간,21,21시,4471025000,충청남도 금산군 금산읍,200,차대차,210,정면충돌,210,차대차 - 정면충돌,06,안전운전불이행,1003244,1787607,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,2,0,100,원동기 자전거 이상,110,승용,200,부상,220,경상,51,51세,2,여,100,원동기 자전거 이상,130,화물,200,부상,220,경상,68,68세,1,남,없음,01,포장 - 건조,중부고속도로 대전방향 180.4KM 지점,,101,35,중부고속도로,20160029281640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016111500100070,00,2016,2016년 11월 15일,2,화요일,01,주간,06,06시,4413110800,충청남도 천안시 동남구 구성동,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,970414,1866391,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,55,55세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,44,44세,1,남,없음,01,포장 - 건조,경부고속도로 서울방향 336.4km 지점,,101,1,경부고속도로,20160029381640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016111600100277,00,2016,2016년 11월 16일,3,수요일,01,주간,11,11시,2818510600,인천광역시 연수구 송도동,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,922681,1934806,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,50,50세,1,남,500,보행자,500,보행자,100,사망,100,사망,57,57세,1,남,없음,01,포장 - 건조,인천대교 16.1km(공항방향),,101,110,제2경인고속도로,20160017152340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112000100071,00,2016,2016년 11월 20일,7,일요일,02,야간,04,04시,4713035023,경상북도 경주시 서면,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,1144001,1761082,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,20,20세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,경부고속도로 부산기점 84.8km 하행선,,101,1,경부고속도로,20160009831940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112100100299,00,2016,2016년 11월 21일,1,월요일,01,주간,14,14시,4825010300,경상남도 김해시 부원동,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,1127934,1693352,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,60,60세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,동김해I/C 진입로,,101,10,남해고속도로,20170001451240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112300100621,00,2016,2016년 11월 23일,3,수요일,02,야간,23,23시,4413325327,충청남도 천안시 서북구 성거읍,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,976450,1860739,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,1,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,54,54세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,34,34세,1,남,없음,01,포장 - 건조,경부고속도로 하행선 348km 지점,,101,1,경부고속도로,20160029861640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112500100009,00,2016,2016년 11월 25일,5,금요일,02,야간,00,00시,4311232000,충청북도 청주시 서원구 현도면,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,993870,1835944,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,45,45세,1,남,100,원동기 자전거 이상,130,화물,100,사망,100,사망,58,58세,1,남,없음,01,포장 - 건조,경부고속도로 부산방향 286.4km 경부선(하),,101,1,경부고속도로,20160029991640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112600100017,00,2016,2016년 11월 26일,6,토요일,02,야간,00,00시,4161037023,경기도 광주시 남한산성면,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,977895,1940541,01,맑음,240,단일로 - 교량,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,140,특수,100,사망,100,사망,50,50세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,중부고속도로 354km,,101,35,중부고속도로,20160005241540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112600100500,00,2016,2016년 11월 26일,6,토요일,02,야간,18,18시,4717025034,경상북도 안동시 풍산읍,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1094449,1847386,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,2,0,100,원동기 자전거 이상,130,화물,200,부상,220,경상,51,51세,1,남,500,보행자,500,보행자,100,사망,100,사망,22,22세,1,남,없음,02,포장 - 습기,중앙고속도로 부산기점 202km지점 하행선,,101,55,중앙고속도로,20160010001940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112700100096,00,2016,2016년 11월 27일,7,일요일,01,주간,06,06시,1165010400,서울특별시 서초구 원지동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,959914,1939799,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,1,100,원동기 자전거 이상,110,승용,100,사망,100,사망,73,73세,1,남,100,원동기 자전거 이상,130,화물,null,null,null,기타불명,54,54세,1,남,없음,02,포장 - 습기,경부고속도로 서울방향 414.90km지점,,101,1,경부고속도로,20160040901340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112900100059,00,2016,2016년 11월 29일,2,화요일,01,주간,06,06시,4571033023,전라북도 완주군 이서면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,958052,1759343,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,46,46세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,68,68세,1,남,없음,01,포장 - 건조,호남고속도로 164.8km 천안방면,,101,25,호남고속도로,20160009061840,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016112900100643,00,2016,2016년 11월 29일,2,화요일,02,야간,23,23시,4159041030,경기도 화성시 정남면,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,955726,1903980,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,39,39세,1,남,500,보행자,500,보행자,100,사망,100,사망,42,42세,1,남,없음,01,포장 - 건조,평택화성고속도로 상행선 14.2km 향남IC 부근 앞 노상,,101,17,평택-화성고속도로,20160041281340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120100100085,00,2016,2016년 12월  1일,4,목요일,01,주간,06,06시,2714010700,대구광역시 동구 도동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1104231,1769283,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,47,47세,1,남,100,원동기 자전거 이상,130,화물,100,사망,100,사망,67,67세,1,남,없음,02,포장 - 습기,경부고속도로 부산기점 126.8km지점 하행선,,101,1,경부고속도로,20160010111940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120100100251,00,2016,2016년 12월  1일,4,목요일,01,주간,11,11시,4128111700,경기도 고양시 덕양구 대자동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,945554,1964012,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,2,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,71,71세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,76,76세,1,남,없음,01,포장 - 건조,소재 서울외곽순환고속도로 59.6km(통일로 램프)송추방향,,101,100,서울외곽순환고속도로,20160017932340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120100100264,00,2016,2016년 12월  1일,4,목요일,01,주간,12,12시,4143010800,경기도 의왕시 청계동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,941813,1933789,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,49,49세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,50,50세,1,남,없음,01,포장 - 건조,외곽순환도로119km,,101,100,서울외곽순환고속도로,20160041461340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120200100112,00,2016,2016년 12월  2일,5,금요일,01,주간,07,07시,2818510600,인천광역시 연수구 송도동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,920818,1934400,01,맑음,999,미분류 - 미분류,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,54,54세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,78,78세,1,남,없음,01,포장 - 건조,인천대교 공항방향 14km,,101,110,제2경인고속도로,20160017942340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120200100153,00,2016,2016년 12월  2일,5,금요일,01,주간,08,08시,2817010300,인천광역시 남구 학익동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,924078,1938364,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,2,1,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,51,51세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,28,28세,1,남,없음,01,포장 - 건조,2경인고속도로 인천방향 1km,,101,110,제2경인고속도로,20160017952340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120200100314,00,2016,2016년 12월  2일,5,금요일,01,주간,13,13시,4874037000,경상남도 창녕군 계성면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1091555,1722538,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,61,61세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,42,42세,1,남,없음,01,포장 - 건조,중부내륙고속도로 내서방면 28.2km 지점 노상,,101,45,중부내륙고속도로,20160002812040,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120300100115,00,2016,2016년 12월  3일,6,토요일,01,주간,06,06시,4145011400,경기도 하남시 감일동,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,969573,1946039,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,25,25세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,외곽선(상) 14.8km 서하남IC,,101,100,서울외곽순환고속도로,20160041661340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120300100345,00,2016,2016년 12월  3일,6,토요일,01,주간,14,14시,4146310800,경기도 용인시 기흥구 고매동,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,965019,1915310,01,맑음,998,기타 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,57,57세,1,남,500,보행자,500,보행자,100,사망,100,사망,66,66세,1,남,없음,01,포장 - 건조,경부고속도로 하행선 기흥휴게소 주차장,,101,1,경부고속도로,20160041701340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120300100629,00,2016,2016년 12월  3일,6,토요일,02,야간,22,22시,4715011000,경상북도 김천시 삼락동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1052705,1793183,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,1,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,44,44세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,53,53세,1,남,없음,01,포장 - 건조,경부고속도로 부산지점 202.5km 하행선,,101,1,경부고속도로,20160010171940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120500100600,00,2016,2016년 12월  5일,1,월요일,02,야간,23,23시,4139010200,경기도 시흥시 신천동,200,차대차,210,정면충돌,210,차대차 - 정면충돌,01,중앙선침범,935646,1937178,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,23,23세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,48,48세,1,남,없음,01,포장 - 건조,제2경인고속도로 인천방향 13.2km,,101,110,제2경인고속도로,20160018132340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120700100195,00,2016,2016년 12월  7일,3,수요일,01,주간,10,10시,4471025000,충청남도 금산군 금산읍,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1003062,1787835,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,53,53세,1,남,500,보행자,500,보행자,100,사망,100,사망,54,54세,2,여,없음,03,포장 - 결빙,대전통영고속도로 통영방향 179.5km 대전통영선(하),,101,35,중부고속도로,20160030541640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120900100082,00,2016,2016년 12월  9일,5,금요일,02,야간,05,05시,4167034028,경기도 여주시 능서면,200,차대차,220,측면직각충돌,220,차대차 - 측면직각충돌,03,안전거리미확보,1007727,1916155,04,안개,240,단일로 - 교량,Y,01,사망사고,1,2,5,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,33,33세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,51,51세,1,남,없음,03,포장 - 결빙,소재 중부내륙고속도로 269.6km 마산방면 앞 노상,,101,45,중부내륙고속도로,20160005381540,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016120900100111,00,2016,2016년 12월  9일,5,금요일,01,주간,06,06시,4418031025,충청남도 보령시 주포면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,918229,1828659,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,2,0,0,100,원동기 자전거 이상,110,승용,200,부상,210,중상,70,70세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,46,46세,1,남,없음,01,포장 - 건조,서해안고속도로 하행선 205.6k,,101,15,서해안고속도로,20160003581741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016121300100596,00,2016,2016년 12월 13일,2,화요일,02,야간,23,23시,4415012400,충청남도 공주시 검상동,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,962317,1825810,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,41,41세,1,남,100,원동기 자전거 이상,140,특수,300,상해없음,300,상해없음,47,47세,1,남,없음,01,포장 - 건조,천안논산고속도로 하 235k,,101,25,천안논산고속도로,20160030791640,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016121500100010,00,2016,2016년 12월 15일,4,목요일,02,야간,00,00시,2817010200,인천광역시 남구 용현동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,923232,1938935,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,1,100,원동기 자전거 이상,130,화물,100,사망,100,사망,41,41세,1,남,300,건설기계,300,건설기계,200,부상,230,부상신고,52,52세,1,남,없음,01,포장 - 건조,2경인 인천방향 종점,,101,110,제2경인고속도로,20160018722340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122000100033,00,2016,2016년 12월 20일,2,화요일,02,야간,02,02시,4213039024,강원도 원주시 신림면,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,1052172,1914171,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,43,43세,1,남,500,보행자,500,보행자,100,사망,100,사망,68,68세,2,여,없음,01,포장 - 건조,중앙고속도로 부산방향 293.9K,,101,55,중앙고속도로,20160009691440,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122100100510,00,2016,2016년 12월 21일,3,수요일,02,야간,18,18시,4137010200,경기도 오산시 부산동,300,차량단독,340,전도전복,340,차량단독 - 전도전복,06,안전운전불이행,963064,1905822,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,2,100,원동기 자전거 이상,130,화물,100,사망,100,사망,62,62세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,02,포장 - 습기,경부고속도로378.9km,,101,1,경부고속도로,20160043801340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122300100059,00,2016,2016년 12월 23일,5,금요일,02,야간,04,04시,1174011000,서울특별시 강동구 강일동,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,971876,1949454,03,비,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,38,38세,1,남,500,보행자,500,보행자,100,사망,100,사망,21,21세,1,남,없음,02,포장 - 습기,서울외곽고속도로 하행 21.6km 지점,,101,100,서울외곽순환고속도로,20160043631340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122400100116,00,2016,2016년 12월 24일,6,토요일,01,주간,06,06시,4127110500,경기도 안산시 상록구 팔곡이동,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,945209,1924686,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,41,41세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,68,68세,1,남,없음,01,포장 - 건조,서해안고속도로 서울방향 322km지점 편도 3차로 중 3차로,,101,15,서해안고속도로,20160043731340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122600100040,00,2016,2016년 12월 26일,1,월요일,02,야간,04,04시,4886034000,경상남도 산청군 금서면,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,1032699,1714126,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,29,29세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,66,66세,1,남,없음,01,포장 - 건조,대전통영고속도로 통영방면 88.3k,,101,35,중부고속도로,20160003112040,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016122700100148,00,2016,2016년 12월 27일,2,화요일,01,주간,09,09시,4729031032,경상북도 경산시 와촌면,300,차량단독,310,공작물충돌,310,차량단독 - 공작물충돌,06,안전운전불이행,1116750,1773780,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,54,54세,1,남,null,null,null,null,null,null,null,null,null,null,null,null,없음,01,포장 - 건조,대구포항고속도로 대구기점 14.1km 하행선,,101,20,익산포항고속도로,20160010721940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016123100100129,00,2016,2016년 12월 31일,6,토요일,02,야간,05,05시,4427038000,충청남도 당진시 신평면,200,차대차,299,기타,299,차대차 - 기타,03,안전거리미확보,933448,1879779,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,1,0,0,100,원동기 자전거 이상,130,화물,100,사망,100,사망,59,59세,1,남,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,43,43세,1,남,없음,02,포장 - 습기,서해안고속도로 서울방향 268.4킬로미터 지점,,101,15,서해안고속도로,20160003731741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016010100100177,00,2016,2016년  1월  1일,5,금요일,01,주간,09,09시,4672032000,전라남도 곡성군 삼기면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,03,안전거리미확보,974549,1692529,04,안개,299,단일로 - 기타,Y,01,사망사고,1,4,62,0,100,원동기 자전거 이상,120,승합,100,사망,100,사망,40,40세,1,남,100,원동기 자전거 이상,120,승합,200,부상,220,경상,43,43세,1,남,없음,05,포장 - 기타,호남고속도로 41.9KM(천안 방면) 호남고속도로 41.9KM(천안 방면),,101,25,호남고속도로,20160000011840,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016010300100104,00,2016,2016년  1월  3일,7,일요일,01,주간,08,08시,4418033000,충청남도 보령시 천북면,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,918021,1833558,04,안개,299,단일로 - 기타,Y,01,사망사고,1,1,2,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,42,42세,1,남,500,보행자,500,보행자,100,사망,100,사망,42,42세,1,남,없음,02,포장 - 습기,212k 상행선,,101,15,서해안고속도로,20160000021741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016010700100314,00,2016,2016년  1월  7일,4,목요일,01,주간,15,15시,2811014500,인천광역시 중구 중산동,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,914617,1946682,01,맑음,299,단일로 - 기타,Y,01,사망사고,2,2,3,4,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,54,54세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,41,41세,2,여,없음,01,포장 - 건조,신공항고속도로 7.95km(공항방면),,101,130,인천국제공항고속도로,20160000272340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016010800100066,00,2016,2016년  1월  8일,5,금요일,02,야간,04,04시,4717036026,경상북도 안동시 남후면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,1099731,1835187,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,1,0,100,원동기 자전거 이상,110,승용,100,사망,100,사망,39,39세,1,남,100,원동기 자전거 이상,130,화물,200,부상,220,경상,47,47세,1,남,없음,01,포장 - 건조,중앙고속도로 상행선 183.7km,,101,55,중앙고속도로,20160000351940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016011100100207,00,2016,2016년  1월 11일,1,월요일,01,주간,12,12시,4713033028,경상북도 경주시 내남면,200,차대차,230,추돌,232,차대차 - 추돌 - 주정차중,06,안전운전불이행,1153419,1753174,01,맑음,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,140,특수,300,상해없음,300,상해없음,52,52세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,31,31세,1,남,없음,01,포장 - 건조,경부고속도로 부산기점 63.1km 상행선,,101,1,경부고속도로,20160000471940,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016011100100265,00,2016,2016년  1월 11일,1,월요일,01,주간,14,14시,4684032028,전라남도 무안군 몽탄면,200,차대차,230,추돌,231,차대차 - 추돌 - 진행중,06,안전운전불이행,908561,1657254,01,맑음,230,단일로 - 터널,Y,01,사망사고,1,0,6,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,54,54세,1,남,100,원동기 자전거 이상,110,승용,200,부상,220,경상,61,61세,1,남,없음,01,포장 - 건조,서해안고속도로 목포방향(하행선) 11.9km 지점 도로 (무안IC 에서 목포IC 방향),,101,15,서해안고속도로,20160000071741,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016011500100032,00,2016,2016년  1월 15일,5,금요일,02,야간,02,02시,4122012500,경기도 평택시 월곡동,200,차대차,220,측면직각충돌,220,차대차 - 측면직각충돌,06,안전운전불이행,970295,1886335,02,흐림,299,단일로 - 기타,Y,01,사망사고,1,0,0,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,34,34세,1,남,100,원동기 자전거 이상,110,승용,100,사망,100,사망,35,35세,2,여,없음,02,포장 - 습기,경부고속도로 상행선 360.5km지점 앞 노상(남아프리카참전비 앞),,101,1,경부고속도로,20160001151340,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
2016011800100068,00,2016,2016년  1월 18일,1,월요일,01,주간,06,06시,4827010800,경상남도 밀양시 가곡동,200,차대차,220,측면직각충돌,220,차대차 - 측면직각충돌,03,안전거리미확보,1115703,1721166,01,맑음,240,단일로 - 교량,Y,01,사망사고,1,1,5,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,47,47세,2,여,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,55,55세,1,남,없음,01,포장 - 건조,중앙고속도로 대구방면 41.9km지점,,101,55,중앙고속도로,20160000631240,null,null,0.0,0.0,null,null,null,null,null,,1,10,,,3,false
